2835577.000000,2.889281,-33.466406,1.189380
2835578.000000,2.889281,-33.466406,1.189380
2835579.000000,2.889281,-33.466406,1.189380
2835580.000000,2.889281,-33.466406,1.189380
2835581.000000,2.889281,-33.466406,1.189380
2835582.000000,2.889281,-33.466406,1.189380
2835583.000000,2.889281,-33.466406,1.189380
2835584.000000,2.889281,-33.466406,1.189380
2835585.000000,2.889281,-33.466406,1.189380
2835586.000000,2.889281,-33.466406,1.189380
2835587.000000,2.889281,-33.466406,1.189380
2835588.000000,2.889281,-33.466406,1.189380
2835589.000000,2.889281,-33.466406,1.189380
2835590.000000,2.889281,-33.466406,1.189380
2835591.000000,2.889281,-33.466406,1.189380
2835592.000000,2.889281,-33.466406,1.189380
2835593.000000,2.889281,-33.466406,1.189380
2835594.000000,2.889281,-33.466406,1.189380
2835595.000000,2.889281,-33.466406,1.189380
2835596.000000,2.889281,-33.466406,1.189380
2835597.000000,2.889281,-33.466406,1.189380
2835598.000000,2.889281,-33.466406,1.189380
2835599.000000,2.889281,-33.466406,1.189380
2835600.000000,2.889281,-33.466406,1.189380
2835601.000000,2.889281,-33.466406,1.189380
2835602.000000,2.889281,-33.466406,1.189380
2835603.000000,2.889281,-33.466406,1.189380
2835604.000000,2.889281,-33.466406,1.189380
2835605.000000,2.889281,-33.466406,1.189380
2835606.000000,2.889281,-33.466406,1.189380
2835607.000000,2.889281,-33.466406,1.189380
2835608.000000,2.889281,-33.466406,1.189380
2835609.000000,2.889281,-33.466406,1.189380
2835610.000000,2.889281,-33.466406,1.189380
2835611.000000,2.889281,-33.466406,1.189380
2835612.000000,2.889281,-33.466406,1.189380
2835613.000000,2.889281,-33.466406,1.189380
2835614.000000,2.889281,-33.466406,1.189380
2835615.000000,2.889281,-33.466406,1.189380
2835616.000000,2.889281,-33.466406,1.189380
2835617.000000,2.889281,-33.466406,1.189380
2835618.000000,2.889281,-33.466406,1.189380
2835619.000000,2.889281,-33.466406,1.189380
2835620.000000,2.889281,-33.466406,1.189380
2835621.000000,2.889281,-33.466406,1.189380
2835622.000000,2.889281,-33.466406,1.189380
2835623.000000,2.889281,-33.466406,1.189380
2835624.000000,2.889281,-33.466406,1.189380
2835625.000000,2.889281,-33.466406,1.189380
2835626.000000,2.889281,-33.466406,1.189380
2835627.000000,2.889281,-33.466406,1.189380
2835628.000000,2.889281,-33.466406,1.189380
2835629.000000,2.889281,-33.466406,1.189380
2835630.000000,2.889281,-33.466406,1.189380
2835631.000000,2.889281,-33.466406,1.189380
2835632.000000,2.889281,-33.466406,1.189380
2835633.000000,2.889281,-33.466407,1.189380
2835634.000000,2.889281,-33.466407,1.189380
2835635.000000,2.889281,-33.466407,1.189380
2835636.000000,2.889281,-33.466407,1.189380
2835637.000000,2.889281,-33.466407,1.189380
2835638.000000,2.889281,-33.466407,1.189380
2835639.000000,2.889281,-33.466407,1.189380
2835640.000000,2.889281,-33.466407,1.189380
2835641.000000,2.889281,-33.466407,1.189380
2835642.000000,2.889281,-33.466407,1.189380
2835643.000000,2.889281,-33.466407,1.189380
2835644.000000,2.889281,-33.466407,1.189380
2835645.000000,2.889281,-33.466407,1.189380
2835646.000000,2.889281,-33.466407,1.189380
2835647.000000,2.889281,-33.466407,1.189380
2835648.000000,2.889281,-33.466407,1.189380
2835649.000000,2.889281,-33.466407,1.189380
2835650.000000,2.889281,-33.466407,1.189380
2835651.000000,2.889281,-33.466407,1.189380
2835652.000000,2.889281,-33.466407,1.189380
2835653.000000,2.889281,-33.466407,1.189380
2835654.000000,2.889281,-33.466407,1.189380
2835655.000000,2.889281,-33.466407,1.189380
2835656.000000,2.889281,-33.466407,1.189380
2835657.000000,2.889281,-33.466407,1.189380
2835658.000000,2.889281,-33.466407,1.189380
2835659.000000,2.889281,-33.466407,1.189380
2835660.000000,2.889281,-33.466407,1.189380
2835661.000000,2.889281,-33.466407,1.189380
2835662.000000,2.889281,-33.466407,1.189380
2835663.000000,2.889281,-33.466407,1.189380
2835664.000000,2.889281,-33.466407,1.189380
2835665.000000,2.889281,-33.466407,1.189380
2835666.000000,2.889281,-33.466407,1.189380
2835667.000000,2.889281,-33.466407,1.189380
2835668.000000,2.889281,-33.466407,1.189380
2835669.000000,2.889281,-33.466407,1.189380
2835670.000000,2.889281,-33.466407,1.189380
2835671.000000,2.889281,-33.466407,1.189380
2835672.000000,2.889281,-33.466407,1.189380
2835673.000000,2.889281,-33.466407,1.189380
2835674.000000,2.889281,-33.466407,1.189380
2835675.000000,2.889281,-33.466407,1.189380
2835676.000000,2.889281,-33.466407,1.189380
